Product,Brand,Gender,Features,Materials,Price,Listed_Date,Url
Women’s Perfect Core High-Rise Tights,THE NORTH FACE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,提升運動效能設計
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex 11~20%
",90,2020-02-02,https://www.thenorthface.com/shop/womens-auxiliary-new-arrivals/womens-perfect-core-high-rise-tights-nf0a3x4q?variationId=0C5
WOMEN'S MOTIVATION HIGH-RISE TIGHTS,THE NORTH FACE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
","Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
",75,2020-02-02,https://www.thenorthface.com/shop/womens-auxiliary-new-arrivals/womens-motivation-high-rise-tights-nf0a3f3t?variationId=JK3
Believe This 2.0 7/8 Tights,adidas,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
",55,2020-02-09,https://www.adidas.com/us/believe-this-2.0-7-8-tights/FJ7187.html
"Fast and Free Crop II 19"" *Non-Reflective",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,輕量
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
流行趨勢,超輕量
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",118,2020-02-09,https://shop.lululemon.com/p/women-crops/Fast-And-Free-Crop-II-NR/_/prod9590021
"Align Super High Rise Pant 28"" Diamond Dye *Online Only",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",118,2020-02-09,https://shop.lululemon.com/p/womens-leggings/Align-Pant-Super-Hi-Rise-28-DiamondDye/_/prod9770113
"Align Pant 25"" *Diamond Dye",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",118,2020-02-09,https://shop.lululemon.com/p/womens-leggings/Align-Pant-2-DiamondDye/_/prod9770112
"Align Crop 21"" *Cross Waist",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",98,2020-02-09,https://shop.lululemon.com/p/women-crops/Align-Crop-21-Cross-Waist/_/prod9630029
"Align Pant 28"" *Criss Cross Waist",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",118,2020-02-09,https://shop.lululemon.com/p/womens-leggings/Align-Pant-FL-Peek-Waist/_/prod9750545
"Take The Moment Tight 25"" *lululemon x Robert Geller",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,輕量
微氣候的舒適調節,涼爽透氣,蒸發性涼感
流行趨勢,超輕量
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",158,2020-02-09,https://shop.lululemon.com/p/womens-leggings/Take-The-Moment-Tight-RG/_/prod9750559
Women’s Active Trail Mesh High-Rise 7/8 Tight,THE NORTH FACE,women,"機能添加,抗紫外線
環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",75,2020-02-09,https://www.thenorthface.com/shop/womens-auxiliary-new-arrivals/w-active-trail-mesh-high-rise-7-8-tight-nf0a4aot?variationId=JK3
Nike Pro Men's Tight-Fit Short-Sleeve Top,NIKE,unisex,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex <= 10%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
",32,2020-02-09,https://www.nike.com/ca/t/pro-tight-fit-short-sleeve-top-1CsTV5
Women's HeatGear? Armour Sport Ankle Crop,UNDER ARMOUR,women,"機能添加,異味控制
結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,人體工學舒適設計
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex 11~20%
",50,2020-02-09,https://www.underarmour.com/en-us/ua-hg-armour-sport-ankle-crop/pid1355600
Nike x Off-White? Pro Women’s Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex <= 10%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
",160,2020-02-09,https://www.nike.com/t/off-white%E2%84%A2-pro-womens-tights-lXBvL3/CN5574-731
Women's Tights Nike Pro,NIKE,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyester,100% Polyester
Spandex,all/any Spandex
",55,2020-02-16,https://www.nike.com/t/pro-womens-tights-VzqPtN/CJ3660-010
Women's 7/8 Running Tights (Plus Size) Nike Air,NIKE,women,"機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Chemical fiber,Polyester,100% Polyester
Spandex,all/any Spandex
",65,2020-02-16,https://www.nike.com/t/air-womens-7-8-running-tights-plus-size-zJ0GPg/CT0823-432
Women's Slider Softball Tights (Stock) Nike Dri-FIT Vapor,NIKE,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Chemical fiber,Polyester,100% Polyester
Spandex,all/any Spandex
",60,2020-02-16,https://www.nike.com/t/dri-fit-vapor-womens-slider-softball-tights-stock-1GWGg2/AV6643-100
Women's Leggings Jordan,NIKE,women,,"Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Chemical fiber,Polyester,100% Polyester
Spandex,all/any Spandex
",80,2020-02-16,https://www.nike.com/t/jordan-womens-leggings-nkmJBw/CQ6675-010
Women's High-Waisted Leggings Nike Sportswear Leg-A-See,NIKE,women,,"Nature,Cotton,Cotton Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",55,2020-02-16,https://www.nike.com/t/sportswear-leg-a-see-womens-high-waisted-leggings-QxPhDG/CW4744-010
Women's High-Rise Leggings (Plus Size) Nike Sportswear Leg-A-See,NIKE,women,,"Nature,Cotton,Cotton Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",50,2020-02-16,https://www.nike.com/t/sportswear-leg-a-see-womens-high-rise-leggings-plus-size-VNP2Jg/CT0633-063
Men's Tight Fit Short-Sleeve Top Nike Pro,NIKE,men,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",28,2020-02-16,https://www.nike.com/t/pro-mens-tight-fit-short-sleeve-top-bjgT7r/BV5631-084
Women's Body Suit Jordan,NIKE,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,100% Polyester
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",150,2020-02-16,https://www.nike.com/t/jordan-womens-body-suit-ZnWtmZ/CT7713-010
Leggings Nike Made In Italy,NIKE,women,,"Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",125,2020-02-16,https://www.nike.com/t/made-in-italy-leggings-XZJK19/CT4591-010
Women's Windgates? II Legging,Columbia,women,"機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",65,2020-02-16,https://www.columbia.com/womens-windgates-ii-legging-1885831.html?dwvar_1885831_variationColor=466
Men’s Tights Nike x Off-White? Pro,NIKE,men,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",160,2020-02-16,https://www.nike.com/t/off-white?-pro-mens-tights-NzgnHX/CN5532-010
Momento Capri,prAna,women,"環保訴求
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",56.25,2020-02-16,https://global.prana.com/p/momento-capri/W41180610.html?dwvar_W41180610_color=Black
Momento 7/8 Legging,prAna,women,"結構設計,舒適伸展,舒適平滑縫合
環保訴求
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",59.25,2020-02-16,https://global.prana.com/momento-7-8-legging/W41180609.html?dwvar_W41180609_color=Black
Transform Capri,prAna,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",51.75,2020-02-16,https://global.prana.com/p/transform-capri/W41180514.html?dwvar_W41180514_color=Mirage%20Blue
Becksa 7/8 Legging,prAna,women,"機能添加,抗紫外線
結構設計,舒適伸展,舒適平滑縫合
環保訴求
結構設計,提升運動效能設計
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",66.75,2020-02-16,https://global.prana.com/becksa-7-8-legging/W41180589.html?dwvar_W41180589_color=Liqueur%20Heather
"Wunder Train High-Rise Tight 25""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",98,2020-02-16,https://shop.lululemon.com/p/womens-leggings/Wunder-Train-HR-Tight-25/_/prod9750562?color=34135
"Wunder Train High-Rise Crop 21""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",88,2020-02-16,https://shop.lululemon.com/p/women-crops/Wunder-Train-HR-Crop-21/_/prod9750624?color=26950
Women's Ribbed Leggings Nike Sportswear JDI,NIKE,women,,"Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",55,2020-02-16,https://www.nike.com/t/sportswear-jdi-womens-ribbed-leggings-9ZpL7K/CJ2611-528
Salutation Stash Pocket II Twist 7/8 Tight in Powervita,Athleta,women,"機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",108,2020-02-16,https://athleta.gap.com/browse/product.do?pid=531322022
Illuminate 7/8 Tight in Powervita,Athleta,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",98,2020-02-16,https://athleta.gap.com/browse/product.do?pid=531305012
Ultra High Rise Elation Tight,Athleta,women,"機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",89,2020-02-16,https://athleta.gap.com/browse/product.do?pid=502359102
Elation 2-in-1 Capri,Athleta,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",89,2020-02-16,https://athleta.gap.com/browse/product.do?pid=531295002
"Invigorate High-Rise Tight 25""",lululemon,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",128,2020-02-16,https://shop.lululemon.com/p/womens-leggings/Invigorate-HR-Tight-25/_/prod9750552?color=43608
"Invigorate High-Rise Crop 23""",lululemon,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",118,2020-02-16,https://shop.lululemon.com/p/women-crops/Invigorate-HR-Crop-23in-/_/prod9750619?color=26950
"Align Pant II 25""",lululemon,women,"結構設計,舒適伸展,四面彈
結構設計,舒適伸展
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",98,2020-02-16,https://shop.lululemon.com/p/women-pants/Align-Pant-2/_/prod2020012?color=42229
Pace Rival Mid-Rise Crop 22”,lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",88,2020-02-16,https://shop.lululemon.com/p/women-crops/Pace-Rival-Crop/_/prod4650003?color=28948
"Wunder Under Crop High-Rise *Full-On Luxtreme 23""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",88,2020-02-16,https://shop.lululemon.com/p/women-crops/Wunder-Under-Crop-HR-23/_/prod9580038?color=31382
"Wunder Under High-Rise Tight 25"" *Luxtreme",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-02-16,https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-78-LUX/_/prod8431186?color=16457
"Align Crop 21"" *Cross Waist",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",98,2020-02-16,https://shop.lululemon.com/p/women-crops/Align-Crop-21-Cross-Waist/_/prod9630029?color=43993
Women's 7/8 Running Tights Nike Air,NIKE,women,"機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Chemical fiber,Polyester,100% Polyester
Spandex,all/any Spandex
",65,2020-02-16,https://www.nike.com/t/air-womens-7-8-running-tights-8RDtJB/CJ2149-432
